"","key","value","oddOrEven","year"
"372",744,"The Nutty Professor (1963) dir. Jerry Lewis","even","1963"
"373",746,"Ocean's 11 (1960) dir. Lewis Milestone","even","1960"
"374",748,"It Started with Eve (1941) dir. Henry Koster","even","1941"
"375",750,"The Old Dark House (1932) dir. James Whale","even","1932"
"376",752,"Oldboy (2003) dir. Park Chan-wook","even","2003"
"377",754,"The Last Man on Earth (1964) dir. Ubaldo Ragona and Sidney Salkow
Based on the novel I Am Legend by Richard Matheson","even","1964"
"378",756,"The Omen (1976) dir. Richard Donner
Based on the David Seltzer novel of the same name.","even","1976"
"379",758,"On the Beach (1959) dir. Stanley Kramer","even","1959"
"380",760,"One Million B.C. (1940) dir. Hal Roach & Hal Roach, Jr.","even","1940"
"381",762,"One Missed Call (Chakushin Ari) (2004) dir. Takashi Miike","even","2004"
"382",764,"The Women (1939) dir. George Cukor","even","1939"
"383",766,"Black Orpheus (1959) dir. Marcel Camus","even","1959"
"384",768,"The Two Orphans (1915) dir. Herbert Brenon","even","1915"
"385",770,"Oscar (1967) dir. Édouard Molinaro
Based on the stage play by Claude Magnier","even","1967"
"386",772,"The Out-of-Towners (1970) dir. Arthur Hiller","even","1970"
"387",774,"High Noon (1952) dir. Fred Zinnemann","even","1952"
"388",776,"Rashomon (1950) dir. Akira Kurosawa","even","1950"
"389",778,"Outside the Law (1920) dir. Tod Browning","even","1920"
"390",780,"A Yank at Oxford (1938) dir. Jack Conway","even","1938"
"391",782,"Gold Diggers of 1933 (1933) dir. Mervyn LeRoy","even","1933"
"392",784,"Le grand chemin (1987) dir. Jean-Loup Hubert","even","1987"
"393",786,"The Parent Trap (1961) dir. David Swift
Based on the book Das doppelte Lottchen by Erich Kästner","even","1961"
"394",788,"Holiday for Henrietta (1952) dir. Julien Duvivier","even","1952"
"395",790,"Ofelas (1987) dir. Nils Gaup","even","1987"
"396",792,"Shanghai Express (1932) dir. Josef von Sternberg","even","1932"
"397",794,"Dial M for Murder (1954) dir. Alfred Hitchcock
Based on the stage thriller by Frederick Knott","even","1954"
"398",796,"The Phantom Carriage (1921) dir Victor Sjöström","even","1921"
"399",798,"The Phantom of the Opera (1925) dir Rupert Julian","even","1925"
"400",800,"Picnic (1955) dir. Joshua Logan","even","1955"
"401",802,"The Scarlet Pimpernel (1934) dir. Harold Young","even","1934"
"402",804,"Piranha (1978) dir. Joe Dante","even","1978"
"403",806,"The Plainsman (1936) dir. Cecil B. DeMille","even","1936"
"404",808,"Planet of the Apes (1968) dir. Franklin J. Schaffner
Based on the novel by Pierre Boulle","even","1968"
"405",810,"The Plank (1967) dir. Eric Sykes","even","1967"
"406",812,"Lady for a Day (1933) dir. Frank Capra","even","1933"
"407",814,"Point Break (1991) dir. Kathryn Bigelow","even","1991"
"408",816,"La Femme Nikita (1990) dir. Luc Besson","even","1990"
"409",818,"Poltergeist (1982) dir. Tobe Hooper","even","1982"
"410",820,"Pokiri (2006) dir. Puri Jagannadh","even","2006"
"411",822,"The Poseidon Adventure (1972) dir. Ronald Neame","even","1972"
"412",824,"The Bishop's Wife (1947) dir. Henry Koster","even","1947"
"413",826,"Premonition (2004) dir. Norio Tsuruta
Based on the manga Kyoufu Shinbun (""Newspaper of Terror"") by Jiro Tsunoda","even","2004"
"414",828,"The Prisoner of Zenda (1937) dir. John Cromwell and W. S. Van Dyke
Based on the novel by Anthony Hope","even","1937"
"415",830,"The Producers (1968) dir. Mel Brooks","even","1968"
"416",832,"Prom Night (1980) dir. Paul Lynch","even","1980"
"417",834,"Psycho (1960) dir. Alfred Hitchcock
Based on the novel by Robert Bloch","even","1960"
"418",836,"Kairo (2001) dir. Kiyoshi Kurosawa","even","2001"
"419",838,"La Chèvre (1981) dir. Francis Veber","even","1981"
"420",840,"Pusher (1996) dir. Nicolas Winding Refn","even","1996"
"421",842,"REC (2007) dir. Jaume Balagueró and Paco Plaza","even","2007"
"422",844,"The Racket (1928) dir. Lewis Milestone","even","1928"
"423",846,"The Rainmaker (1956) dir. Joseph Anthony","even","1956"
"424",848,"The Rains Came (1939) dir. Clarence Brown","even","1939"
"425",850,"Sholay (1975) dir. Ramesh Sippy","even","1975"
"426",852,"Ransom! (1956) dir. Alex Segal","even","1956"
"427",854,"Rear Window (1954) dir. Alfred Hitchcock
Based on the short story It Had to Be Murder by Cornell Woolrich","even","1954"
"428",856,"Red Dawn (1984) dir. John Milius","even","1984"
"429",858,"Manhunter (1986) dir. Michael Mann","even","1986"
"430",860,"Range Feud (1931) dir. D. Ross Lederman","even","1931"
"431",862,"Reefer Madness (1936) dir. Louis J. Gasnier","even","1936"
"432",864,"Force Majeure (1989) dir. Pierre Jolievt","even","1989"
"433",866,"Yonggary (1967) dir. Kim Ki-duk","even","1967"
"434",868,"Old Acquaintance (1943) dir. Vincent Sherman","even","1943"
"435",870,"The Unknown Cavalier (1926) dir. Albert S. Rogell","even","1926"
"436",872,"Broadway Bill (1934) dir. Frank Capra","even","1934"
"437",874,"Ringu (1998) dir. Hideo Nakata","even","1998"
"438",876,"Rio Bravo (1959) dir. Howard Hawks","even","1959"
"439",878,"Rio Rita (1929) dir. Luther Reed","even","1929"
"440",880,"Robin Hood (1922) dir. Allan Dwan","even","1922"
"441",882,"RoboCop (1987) dir. Paul Verhoeven","even","1987"
"442",884,"The Miracle of Morgan's Creek (1944) dir. Preston Sturges","even","1944"
"443",886,"Rollerball (1975) dir. Norman Jewison","even","1975"
"444",888,"The Roman Spring of Mrs. Stone (1961) dir. José Quintero","even","1961"
"445",890,"Runaway Daughters (1956) dir. Edward L. Cahn","even","1956"
"446",892,"One Hundred Men and a Girl (1937) dir. Henry Koster","even","1937"
"447",894,"Sabrina (1954) dir. Billy Wilder
Based upon the stage play Sabrina Fair by Samuel Taylor","even","1954"
"448",896,"Sahara (1943) dir. Zoltan Korda","even","1943"
"449",898,"Satan's School for Girls (1973) dir. David Rich","even","1973"
"450",900,"Saturday's Children (1929) dir. Gregory La Cava","even","1929"
"451",902,"Scandal Makers (2008) dir. Kang Hyeong-cheol","even","2008"
"452",904,"The Ghost Breakers (1940) dir. George Marshall","even","1940"
"453",906,"Scarface (1932) dir. Howard Hawks","even","1932"
"454",908,"Profumo di donna (1974) dir. Dino Risi","even","1974"
"455",910,"School for Scoundrels or How to Win Without Actually Cheating! (1960) dir. Robert Hamer","even","1960"
"456",912,"Himitsu (1999) dir. Yojiro Takita","even","1999"
"457",914,"El secreto de sus ojos (2009) dir. Juan J. Campanella
Based on the novel La pregunta de sus ojos by Eduardo Sacheri","even","2009"
"458",916,"The Secret Life of Walter Mitty (1947) dir. Norman Z. McLeod
Based on the short story by James Thurber","even","1947"
"459",918,"Geheimnis des blauen Zimmers (1932) dir. Erich Engels","even","1932"
"460",920,"Sengoku jietai 1549 (1979)","even","1979"
"461",922,"Senso (1979) dir. Luchino Visconti","even","1979"
"462",924,"Seventh Heaven (1927) dir. Frank Borzage","even","1927"
"463",926,"Shadow of a Doubt (1943) dir. Alfred Hitchcock","even","1943"
"464",928,"The Shaggy Dog (1959) dir. Charles Barton","even","1959"
"465",930,"Shake, Rattle & Rock! (1956) dir. Edward L. Cahn","even","1956"
"466",932,"The Paleface (1948) dir. Norman Z. McLeod","even","1948"
"467",934,"Shall We Dansu? (1996) dir. Masayuki Suo","even","1996"
"468",936,"Munnabhai M.B.B.S. (2003) dir. Rajkumar Hirani","even","2003"
"469",938,"Lage Raho Munna Bhai (2006) dir. Rajkumar Hirani","even","2006"
"470",940,"Shiva (1989) dir. Ram Gopal Varma","even","1989"
"471",942,"The Shopworn Angel (1928) dir. Richard Wallace","even","1928"
"472",944,"The Devil and Daniel Webster (1941) dir. William Dieterle","even","1941"
"473",946,"Show Boat (1929) dir. Harry A. Pollard","even","1929"
"474",948,"Sideways (2004) dir. Alexander Payne","even","2004"
"475",950,"Ninotchka (1939) dir. Ernst Lubitsch","even","1939"
"476",952,"The Sign of the Cross (1914) dir. Frederick A. Thomson","even","1914"
"477",954,"The Headless Horseman (1922) dir. Edward D. Venturini","even","1922"
"478",956,"Penthouse (1933) dir. W.S. Van Dyke","even","1933"
"479",958,"Solaris (1968) dir. B.Nirenburg
Based on the novel by Stanisław Lem","even","1968"
"480",960,"Midsommer (2003) dir. Carsten Myllerup","even","2003"
"481",962,"My Favorite Wife (1940) dir. Garson Kanin","even","1940"
"482",964,"Somewhere in Sonora (1927) dir. Albert S. Rogell","even","1927"
"483",966,"Ball of Fire (1941) dir. Howard Hawks","even","1941"
"484",968,"Le Salaire de la Peur (1953) dir. Henri-Georges Clouzot","even","1953"
"485",970,"The House on Sorority Row (1983) dir. Mark Rosman","even","1983"
"486",972,"Sorrell and Son (1927) dir. Herbert Brenon","even","1927"
"487",974,"Little Miss Marker (1934) dir. Alexander Hall
Based on a short story by Damon Runyon","even","1934"
"488",976,"Sparkle (1976) dir. Sam O'Steen","even","1976"
"489",978,"Spring Parade (1934) dir. Géza von Bolváry","even","1934"
"490",980,"Spring in a Small Town (1948) dir. Fei Mu","even","1948"
"491",982,"The Squaw Man (1914) dir. Cecil B. DeMille","even","1914"
"492",984,"Morning Glory (1933) dir. Lowell Sherman
Based on a play by Zoë Akins","even","1933"
"493",986,"Stagecoach (1939) dir. John Ford
Based on the short story ""Stage to Lordsburg"" by Ernest Haycox","even","1939"
"494",988,"A Star Is Born (1937) dir. William A. Wellman","even","1937"
"495",990,"State Fair (non-musical version) (1933) dir. Henry King
Based on the novel by Phil Stong","even","1933"
"496",992,"The Stepfather (1987) dir. Joseph Ruben","even","1987"
"497",994,"The Stepford Wives (1975) dir. Bryan Forbes
Based on the novel by Ira Levin","even","1975"
"498",996,"Dark Victory (1939) dir. Edmund Goulding
Based on the play by George Emerson Brewer Jr. and Bertram Bloch","even","1939"
"499",998,"Straw Dogs (1971) dir. Sam Peckinpah
Based on the novel by Gordon Williams","even","1971"
"500",1000,"The Student of Prague (1913) dir. Paul Wegener","even","1913"
"501",1002,"The Sunshine Boys (1975) dir. Herbert Ross
Based on the play by Neil Simon","even","1975"
"502",1004,"Sunset Boulevard (1950) dir. Billy Wilder","even","1950"
"503",1006,"Suspicion (1941) dir. Alfred Hitchcock","even","1941"
"504",1008,"The Swan (1925) dir. Dimitri Buchowetzki
Based on the play by Ferenc Molnár","even","1925"
"505",1010,"Miss Granny (2014) dir. Hwang Dong-hyuk","even","2014"
"506",1012,"Sweet November (1968) dir. Robert Ellis Miller","even","1968"
"507",1014,"Swept Away by an Unusual Destiny in the Blue Sea of August (1974) dir. Lina Wertmüller","even","1974"
"508",1016,"Swiss Family Robinson (1940) dir. Edward Ludwig","even","1940"
"509",1018,"The Front Page (1931) dir. Lewis Milestone","even","1931"
"510",1020,"Ramana (2002) dir. A.R. Murugadoss","even","2002"
"511",1022,"Taking of Pelham One Two Three (1974) dir. Joseph Sargent","even","1974"
"512",1024,"Tarzan the Ape Man (1932) dir. W.S. Van Dyke","even","1932"
"513",1026,"Taxi (1996) dir. Gérard Pirès","even","1996"
"514",1028,"In the Wake of the Bounty (1933) dir. Charles Chauvel","even","1933"
"515",1030,"The Texas Chain Saw Massacre (1974) dir. Tobe Hooper","even","1974"
"516",1032,"That Darn Cat! (1965) dir. Robert Stevenson
Based on the book Undercover Cat by The Gordons","even","1965"
"517",1034,"The Life of Jimmy Dolan (1933) dir. Archie Mayo","even","1933"
"518",1036,"Thief of Bagdad (1924) dir. Raoul Walsh","even","1924"
"519",1038,"The Birth of Japan (1959) dir. Hiroshi Inagaki","even","1959"
"520",1040,"The Thing from Another World (1951) dir. Christian Nyby & Howard Hawks
Based on the novel Who Goes There? by John W. Campbell","even","1951"
"521",1042,"Welt am Draht (1973) dir. Rainer Werner Fassbinder
Based on the novel Simulacron-3 by Daniel F. Galouye","even","1973"
"522",1044,"13 Ghosts (1960) dir. William Castle","even","1960"
"523",1046,"The 39 Steps (1935) dir. Alfred Hitchcock","even","1935"
"524",1048,"The Thomas Crown Affair (1968) dir. Norman Jewison","even","1968"
"525",1050,"Les Fugitifs (1986) dir. Francis Veber","even","1986"
"526",1052,"The Three Musketeers (1921) dir. Fred Niblo","even","1921"
"527",1054,"The Time Machine (1960) dir. George Pal
Based on the novella by H. G. Wells","even","1960"
"528",1056,"To Be Or Not To Be (1942) dir. Ernst Lubitsch","even","1942"
"529",1058,"To Have and to Hold (1916) dir. George Melford","even","1916"
"530",1060,"Tol'able David (1921) dir. Henry King","even","1921"
"531",1062,"Leave Her to Heaven (1945) dir. John M. Stahl","even","1945"
"532",1064,"The Toolbox Murders (1978) dir. Dennis Donnelly","even","1978"
"533",1066,"Eat Drink Man Woman (1994) dir. Ang Lee","even","1994"
"534",1068,"Total Recall (1990) dir. Paul Verhoeven
Based on the short story We Can Remember It for You Wholesale by Philip K. Dick","even","1990"
"535",1070,"Anthony Zimmer (2005) dir. Jérôme Salle","even","2005"
"536",1072,"Tower of London (1939) dir. Rowland V. Lee","even","1939"
"537",1074,"The Town That Dreaded Sundown (1977) dir. Charles B. Pierce","even","1977"
"538",1076,"Le Jouet (1976) dir. Francis Veber","even","1976"
"539",1078,"Trader Horn (1931) dir. W.S. Van Dyke","even","1931"
"540",1080,"La Totale! (1991) dir. Claude Zidi","even","1991"
"541",1082,"Charade (1963) dir. Stanley Donen","even","1963"
"542",1084,"Le jumeau (1984) dir. Yves Robert
Based on Two Much by Donald E. Westlake","even","1984"
"543",1086,"La femme infidèle (1969) dir. Claude Chabrol","even","1969"
"544",1088,"Unfaithfully Yours (1948) dir. Preston Sturges","even","1948"
"545",1090,"Garde à vue (1981) dir. Claude Miller","even","1981"
"546",1092,"Criss Cross (1949) dir. Robert Siodmak
Based on the novel Criss Cross by Don Tracy","even","1949"
"547",1094,"The Unholy Three (1925) dir. Tod Browning","even","1925"
"548",1096,"The Unknown Soldier (1955) dir. Edvin Laine","even","1955"
"549",1098,"Van Gogh (1947) dir. Alain Resnais","even","1947"
"550",1100,"Abre Los Ojos (1997) dir. Alejandro Amenábar","even","1997"
"551",1102,"Spoorloos (1988) dir George Sluizer","even","1988"
"552",1104,"Vanishing Point (1971) dir. Richard C. Sarafian","even","1971"
"553",1106,"Blaavand melder storm (1938) dir. Lau Lauritzen, Jr. & Alice O'Fredericks","even","1938"
"554",1108,"I Wake Up Screaming (1942) dir. H. Bruce Humberstone","even","1942"
"555",1110,"Viktor und Viktoria (1933) dir. Reinhold Schunzel","even","1933"
"556",1112,"Village of the Damned (1960) dir. Wolf Rilla
Based on the novel The Midwich Cuckoos by John Wyndham","even","1960"
"557",1114,"The More the Merrier (1943) dir. George Stevens","even","1943"
"558",1116,"Sous le ciel de Provence (1956) dir. Mario Soldati","even","1956"
"559",1118,"Walking Tall (1973) dir. Phil Karlson","even","1973"
"560",1120,"Waterloo Bridge (1931) dir. James Whale","even","1931"
"561",1122,"The War of the Worlds (1953) dir. Byron Haskin","even","1953"
"562",1124,"The Way of All Flesh (1927) dir. Victor Fleming","even","1927"
"563",1126,"Castle of Blood (1964) dir. Antonio Margheriti","even","1964"
"564",1128,"Stepmom (1998) dir. Chris Columbus","even","1998"
"565",1130,"Big Deal on Madonna Street (1958) dir. Mario Monicelli","even","1958"
"566",1132,"We're No Angels (1955) dir. Michael Curtiz","even","1955"
"567",1134,"The Reluctant Debutante (1958) dir. Vincente Minnelli","even","1958"
"568",1136,"What Ever Happened to Baby Jane? (1962) dir. Robert Aldrich","even","1962"
"569",1138,"What Women Want (2000) dir. Nancy Meyers","even","2000"
"570",1140,"When a Stranger Calls (1979) dir. Fred Walton","even","1979"
"571",1142,"Where the Boys Are (1960) dir. Henry Levin","even","1960"
"572",1144,"The Wicked Lady (1945) dir. Leslie Arliss","even","1945"
"573",1146,"The Wicker Man (1973) dir. Robin Hardy","even","1973"
"574",1148,"L'Appartement (1996) dir. Gilles Mimouni","even","1996"
"575",1150,"Willard (1971) dir. Daniel Mann","even","1971"
"576",1152,"Blind (2011) dir. Ahn Sang-hoon","even","2011"
"577",1154,"The Wizard of Gore (1970) dir. Herschell Gordon Lewis","even","1970"
"578",1156,"The Wolf Man (1941) dir. George Waggner","even","1941"
"579",1158,"The Woman in Black (1989) dir. Herbert Wise","even","1989"
"580",1160,"Un éléphant ça trompe énormément (1976) dir. Yves Robert","even","1976"
"581",1162,"The Women (1939) dir. George Cukor","even","1939"
"582",1164,"Gigot (1962) dir. Gene Kelly","even","1962"
"583",1166,"The Yellow Handkerchief (1977) dir. Yoji Yamada","even","1977"
"584",1168,"Jogi (2005) dir. Prem","even","2005"
"585",1170,"It Happened One Night (1934) dir. Frank Capra","even","1934"
"586",1172,"Son of Frankenstein (1939) dir. Rowland V. Lee","even","1939"
"587",1174,"Yours, Mine and Ours (1968) dir. Melville Shavelson","even","1968"
"588",1176,"The Major and the Minor (1942) dir. Billy Wilder","even","1942"
"589",1178,"The Shop Around the Corner (1940) dir. Ernst Lubitsch
Based on the play by Miklós László","even","1940"
